https://communityexchange.net.au,-34.9284989,138.6007456,"Adelaide, Australia",Adelaide Local Exchange Trading System,"Adelaide LETS is a non profit community exchange system that allows its members to trade goods & services without the need for direct bartering or money.
www.letsadelaide.org/",https://communityexchange.net.au/offerings.asp?xid=ALSA&cat=all
https://communityexchange.net.au,-25.3444277,131.0368822,"Uluru, Australia",Australian Central Exchange,,https://communityexchange.net.au/offerings.asp?xid=AUCE&cat=all
https://communityexchange.net.au,-36.3533015,146.6877247,"Beechworth, Australia",Beechworth Community Exchange,,https://communityexchange.net.au/offerings.asp?xid=BWCE&cat=all
https://communityexchange.net.au,-36.6889097,149.8416404,"Bega, Australia","Bega Valley LETS, NSW","Bega Valley LETSystem is a trading network supported by its own internal currency. It is self-regulating and allows its users to manage and issue their own 'money supply' within the boundaries of the network.
www.bvlets.org.au",https://communityexchange.net.au/offerings.asp?xid=BVCE&cat=all
https://communityexchange.net.au,-33.4999973,150.2499997,"Blue Mountains, Australia",Blue Mountains Community Exchange,,https://communityexchange.net.au/offerings.asp?xid=BMCE&cat=all
https://communityexchange.net.au,-27.4697707,153.0251235,"Brisbane, Queensland",BrisLETS Community Exchange,brislets.com,https://communityexchange.net.au/offerings.asp?xid=BLCE&cat=all
https://communityexchange.net.au,-37.685,144.925,Broadmeadows,Broadmeadows Timebank,www.broadmeadowstimebank.org.au,https://communityexchange.net.au/offerings.asp?xid=BMTB&cat=all
https://communityexchange.net.au,-28.6533749,153.5334025,"Byron, New South Wales",Byron Shire Community Exchange,"Byron Shire Community Exchange is a LETS organisation that services the beautiful coastal districts of Byron Shire and Northern Rivers operating online.
www.bsce.com.au",https://communityexchange.net.au/offerings.asp?xid=BSCE&cat=all
https://communityexchange.net.au,-27.066667,152.966667,"Caboolutre, Queensland",Caboolture & District L.E.T.S. Assoc Inc.,,https://communityexchange.net.au/offerings.asp?xid=CDLA&cat=all
https://communityexchange.net.au,-33.518,151.31,"Umina Beach, New South Wales",Central Coast LETS,www.centralcoastlets.org/,https://communityexchange.net.au/offerings.asp?xid=CCAU&cat=all
https://communityexchange.net.au,-31.38,116.097,"Bindoon, Western Australia",Chittering Community Exchange,,https://communityexchange.net.au/offerings.asp?xid=CCEX&cat=all
https://communityexchange.net.au,-42.778444,147.2358022,"Tasmania (Statewide),Tasmania",Community Exchange Network Tasmania (CENTs),"cent0000
www.cent.net.au",https://communityexchange.net.au/offerings.asp?xid=CENT&cat=all
https://communityexchange.net.au,-26.9282743,150.1318588,"Condamine, Queensland",Condamine Community Exchange - Southern Inland Queensland,"Covers rural areas and townships of the Darling Downs and Condamine Catchment.
condamine.my-local-lets-ces.org",https://communityexchange.net.au/offerings.asp?xid=COND&cat=all
https://communityexchange.net.au,-33.8688197,151.2092955,"Sydney, New South Wales",Demonstration Community Exchange,,https://communityexchange.net.au/offerings.asp?xid=DEMO&cat=all
https://communityexchange.net.au,-37.733535,145.14185,"Diamond Valley, Victoria",Diamond Valley/Northern Suburbs Lets,dvns-lets.org.au/public/,https://communityexchange.net.au/offerings.asp?xid=DVNS&cat=all
https://communityexchange.net.au,-33.58,115.82,DonnybrookWestern Australia,Donnybrook Balingup Barter Group,,https://communityexchange.net.au/offerings.asp?xid=DBBG&cat=all
https://communityexchange.net.au,-32.2315018,148.6329645,"Dubbo, New South Wales",Dubbo Community Exchange System,"Covers the areas: Brocklehurst, Delroy Heights, Dubbo, Mugga Downs",https://communityexchange.net.au/offerings.asp?xid=DCES&cat=all
https://communityexchange.net.au,-35.5,138.5,"Fleurieu, South Australia",Fleurieu LETS SA,"LETS South trading as Fleurieu LETS
www.letssouth.com.au",https://communityexchange.net.au/offerings.asp?xid=FLET&cat=all
https://communityexchange.net.au,-17.2660801,145.4858599,"Atherton, Queensland",FNQ Community Exchange,"FNQ Community Exchange has been trading (fomerly as Tableland LETS) since 1991 in Far North Queensland, Australia.
www.tablelandlets.org/",https://communityexchange.net.au/offerings.asp?xid=TBCE&cat=all
https://communityexchange.net.au,-28.016667,153.4,"Gold Coast, Queensland",Gold Coast Exchange QLD,"Gold Coast CES covers the areas from Southport to Coolangatta and inland 
www.communityexchange.net.au",https://communityexchange.net.au/offerings.asp?xid=GOLD&cat=all
